aoi_id,aoi_name_en,aoi_name_es,feature_id,damage_gra,damage_percent,centroid_lat,centroid_lon,google_maps_url,approx_reference_source,approx_reference_tile_z,approx_reference_tile_x,approx_reference_tile_y,approx_reference_tile_url,evidence_mode,vlm_use,do_not_overclaim
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00041,Damaged,70,10.4885518825,-68.206189575,"https://www.google.com/maps/search/?api=1&query=10.4885518825,-68.206189575",Esri World Imagery aerial reference,18,81405,123391,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123391/81405,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00050,Damaged,70,10.490869564,-68.1951515308,"https://www.google.com/maps/search/?api=1&query=10.490869564,-68.1951515308",Esri World Imagery aerial reference,18,81413,123389,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123389/81413,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00055,Damaged,70,10.4924885275,-68.19583575769231,"https://www.google.com/maps/search/?api=1&query=10.4924885275,-68.19583575769231",Esri World Imagery aerial reference,18,81413,123388,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123388/81413,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00060,Damaged,70,10.498028148666666,-68.19203561733333,"https://www.google.com/maps/search/?api=1&query=10.498028148666666,-68.19203561733333",Esri World Imagery aerial reference,18,81416,123384,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123384/81416,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00063,Damaged,70,10.514804002380952,-68.19092589904761,"https://www.google.com/maps/search/?api=1&query=10.514804002380952,-68.19092589904761",Esri World Imagery aerial reference,18,81416,123372,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123372/81416,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00064,Damaged,70,10.515081885454546,-68.19051181272727,"https://www.google.com/maps/search/?api=1&query=10.515081885454546,-68.19051181272727",Esri World Imagery aerial reference,18,81417,123371,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123371/81417,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00065,Damaged,70,10.515611846,-68.19095357,"https://www.google.com/maps/search/?api=1&query=10.515611846,-68.19095357",Esri World Imagery aerial reference,18,81416,123371,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123371/81416,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00066,Damaged,70,10.515554698947367,-68.1897028131579,"https://www.google.com/maps/search/?api=1&query=10.515554698947367,-68.1897028131579",Esri World Imagery aerial reference,18,81417,123371,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123371/81417,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00069,Damaged,70,10.492202242941177,-68.17368719470588,"https://www.google.com/maps/search/?api=1&query=10.492202242941177,-68.17368719470588",Esri World Imagery aerial reference,18,81429,123388,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123388/81429,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00081,Damaged,70,10.490137507777778,-68.18530875444445,"https://www.google.com/maps/search/?api=1&query=10.490137507777778,-68.18530875444445",Esri World Imagery aerial reference,18,81420,123390,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123390/81420,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00085,Damaged,70,10.49525655025,-68.178881475,"https://www.google.com/maps/search/?api=1&query=10.49525655025,-68.178881475",Esri World Imagery aerial reference,18,81425,123386,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123386/81425,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00086,Damaged,70,10.495745287692309,-68.18277354153847,"https://www.google.com/maps/search/?api=1&query=10.495745287692309,-68.18277354153847",Esri World Imagery aerial reference,18,81422,123386,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123386/81422,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00092,Damaged,70,10.498829778947368,-68.17917188315789,"https://www.google.com/maps/search/?api=1&query=10.498829778947368,-68.17917188315789",Esri World Imagery aerial reference,18,81425,123383,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123383/81425,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00095,Damaged,70,10.50012674111111,-68.1823390888889,"https://www.google.com/maps/search/?api=1&query=10.50012674111111,-68.1823390888889",Esri World Imagery aerial reference,18,81423,123382,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123382/81423,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00101,Damaged,70,10.501609566976745,-68.17606268860465,"https://www.google.com/maps/search/?api=1&query=10.501609566976745,-68.17606268860465",Esri World Imagery aerial reference,18,81427,123381,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123381/81427,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00103,Damaged,70,10.502033324285716,-68.1782196657143,"https://www.google.com/maps/search/?api=1&query=10.502033324285716,-68.1782196657143",Esri World Imagery aerial reference,18,81426,123381,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123381/81426,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00109,Damaged,70,10.5021050325,-68.18040045250001,"https://www.google.com/maps/search/?api=1&query=10.5021050325,-68.18040045250001",Esri World Imagery aerial reference,18,81424,123381,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123381/81424,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00111,Damaged,70,10.503261606875,-68.18195490875,"https://www.google.com/maps/search/?api=1&query=10.503261606875,-68.18195490875",Esri World Imagery aerial reference,18,81423,123380,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123380/81423,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00116,Damaged,70,10.505201090238094,-68.1815486397619,"https://www.google.com/maps/search/?api=1&query=10.505201090238094,-68.1815486397619",Esri World Imagery aerial reference,18,81423,123379,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123379/81423,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00123,Damaged,70,10.507780651666666,-68.176860175,"https://www.google.com/maps/search/?api=1&query=10.507780651666666,-68.176860175",Esri World Imagery aerial reference,18,81427,123377,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123377/81427,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00124,Damaged,70,10.508494415555555,-68.17733521111111,"https://www.google.com/maps/search/?api=1&query=10.508494415555555,-68.17733521111111",Esri World Imagery aerial reference,18,81426,123376,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123376/81426,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00128,Damaged,70,10.511108653783783,-68.1875775945946,"https://www.google.com/maps/search/?api=1&query=10.511108653783783,-68.1875775945946",Esri World Imagery aerial reference,18,81419,123374,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123374/81419,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00027,Damaged,70,10.338564903333333,-68.73717531,"https://www.google.com/maps/search/?api=1&query=10.338564903333333,-68.73717531",Esri World Imagery aerial reference,18,81019,123502,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123502/81019,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00029,Damaged,70,10.339162519999999,-68.73745072599999,"https://www.google.com/maps/search/?api=1&query=10.339162519999999,-68.73745072599999",Esri World Imagery aerial reference,18,81018,123502,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123502/81018,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00032,Damaged,70,10.337981318,-68.735683776,"https://www.google.com/maps/search/?api=1&query=10.337981318,-68.735683776",Esri World Imagery aerial reference,18,81020,123502,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123502/81020,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00033,Damaged,70,10.338518989999999,-68.73611572833333,"https://www.google.com/maps/search/?api=1&query=10.338518989999999,-68.73611572833333",Esri World Imagery aerial reference,18,81019,123502,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123502/81019,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00034,Damaged,70,10.338914056,-68.73561181400001,"https://www.google.com/maps/search/?api=1&query=10.338914056,-68.73561181400001",Esri World Imagery aerial reference,18,81020,123502,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123502/81020,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00035,Damaged,70,10.339001847999999,-68.736646224,"https://www.google.com/maps/search/?api=1&query=10.339001847999999,-68.736646224",Esri World Imagery aerial reference,18,81019,123502,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123502/81019,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00037,Damaged,70,10.339485488,-68.73711064400001,"https://www.google.com/maps/search/?api=1&query=10.339485488,-68.73711064400001",Esri World Imagery aerial reference,18,81019,123501,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123501/81019,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi08-san-felipe,AOI08 San Felipe - Official EMSR884 Vector,AOI08 San Felipe - Vector oficial EMSR884,ems_00038,Damaged,70,10.339964685,-68.73652466666665,"https://www.google.com/maps/search/?api=1&query=10.339964685,-68.73652466666665",Esri World Imagery aerial reference,18,81019,123501,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123501/81019,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
emsr884-aoi06-moron,AOI06 Moron - Official EMSR884 Vector,AOI06 Moron - Vector oficial EMSR884,ems_00001,Possibly damaged,35,10.469884516,-68.242143162,"https://www.google.com/maps/search/?api=1&query=10.469884516,-68.242143162",Esri World Imagery aerial reference,18,81379,123405,https://server.arcgisonline.com/ArcGIS/rest/services/World_Imagery/MapServer/tile/18/123405/81379,approximate_aerial_reference_not_dated_before,triage_only_if_no_dated_before_baseline_exists,"Not official EMS before imagery, not guaranteed to be pre-event at each tile, licensing/terms must be reviewed before bulk downloading or redistributing tiles, and it must not be used for official damage counts."
